rank,name,url,age,height,roles,titles,aliases
718,Linnea Quigley,https://pro.imdb.com/name/nm0001643/graph?ref_=nm_mtr,60,5' 2",Actress|Producer|Soundtrack,The Return of the Living Dead|Night of the Demons|Graduation Day,Jesse Dalton|Jessie Dalton|Barbara Gold
719,Jemaine Clement,https://pro.imdb.com/name/nm1318596/graph?ref_=nm_mtr,44,6' 1",Actor|Soundtrack|Writer,Flight of the Conchords|What We Do in the Shadows|Men in Black 3,Vulvus the Abhorrent|J. Clement|Flight of the Conchords
720,Paula Patton,https://pro.imdb.com/name/nm1745736/graph?ref_=nm_mtr,42,5' 7½",Actress|Producer|Soundtrack,Precious|Mission: Impossible - Ghost Protocol|Deja Vu,
721,Catherine Bell,https://pro.imdb.com/name/nm0004738/graph?ref_=nm_mtr,49,5' 9",Actress|Producer|Miscellaneous Crew,Bruce Almighty|The Triangle|Men of War,
722,Matt Lanter,https://pro.imdb.com/name/nm1782667/graph?ref_=nm_mtr,35,5' 10",Actor|Miscellaneous Crew,Star Wars: The Clone Wars|Vampires Suck|Disaster Movie,Matt Lanter - grandson of deceased survivor Kenley Lanter|Matthew Lanter
723,Don Johnson,https://pro.imdb.com/name/nm0000467/graph?ref_=nm_mtr,68,5' 11",Actor|Producer|Soundtrack,Miami Vice|Django Unchained|A Boy and His Dog,DJ|The Don
724,Ali Wong,https://pro.imdb.com/name/nm4399227/graph?ref_=nm_mtr,36,5' 3",Actress|Writer|Miscellaneous Crew,Ali Wong: Baby Cobra|American Housewife|Black Box,
725,Damian Lewis,https://pro.imdb.com/name/nm0507073/graph?ref_=nm_mtr,47,6' 1¼",Actor|Soundtrack|Producer,Band of Brothers|Dreamcatcher|Homeland,
726,Kathryn Newton,https://pro.imdb.com/name/nm1105980/graph?ref_=nm_mtr,,5' 5",Actress|Soundtrack,Big Little Lies|Three Billboards Outside Ebbing, Missouri|Lady Bird,Kathryn Love Newton|Kat
727,Molly Ephraim,https://pro.imdb.com/name/nm1454378/graph?ref_=nm_mtr,32,5' 1",Actress|Soundtrack,Paranormal Activity 2|Paranormal Activity: The Marked Ones|College Road Trip,
728,Alexander Ludwig,https://pro.imdb.com/name/nm1573253/graph?ref_=nm_mtr,26,6' 2",Actor,Vikings|The Hunger Games|Lone Survivor,Zander
729,Allison Janney,https://pro.imdb.com/name/nm0005049/graph?ref_=nm_mtr,,6' 0",Actress|Soundtrack,The Help|The Hours|Juno,
730,Gillian Anderson,https://pro.imdb.com/name/nm0000096/graph?ref_=nm_mtr,49,5' 3",Actress|Producer|Soundtrack,The X-Files|The Fall|The Last King of Scotland,
731,Barry Sloane,https://pro.imdb.com/name/nm1289351/graph?ref_=nm_mtr,37,6' 2",Actor|Producer,Six|Longmire|Noah,
732,Ariel Winter,https://pro.imdb.com/name/nm1736769/graph?ref_=nm_mtr,20,5' 1",Actress|Soundtrack|Music Department,Sofia the First|Mr. Peabody &amp; Sherman|Kiss Kiss Bang Bang,
733,Tobias Menzies,https://pro.imdb.com/name/nm0580014/graph?ref_=nm_mtr,44,6' 1",Actor|Soundtrack,Casino Royale|Rome|Atonement,
734,Hugh Grant,https://pro.imdb.com/name/nm0000424/graph?ref_=nm_mtr,57,5' 11",Actor|Soundtrack,Love Actually|About a Boy|Four Weddings and a Funeral,Hughie Grant
735,Patrick Swayze,https://pro.imdb.com/name/nm0000664/graph?ref_=nm_mtr,,5' 11",Actor|Soundtrack|Producer,Dirty Dancing|Road House|Point Break,Buddy
736,William Fichtner,https://pro.imdb.com/name/nm0001209/graph?ref_=nm_mtr,61,6' 0½",Actor|Producer|Director,Crash|Drive Angry|Armageddon,Bill Fichtner|Willian Fichtner|Bill
737,Amy James-Kelly,https://pro.imdb.com/name/nm6020428/graph?ref_=nm_mtr,,5' 4",Actress|Soundtrack,Coronation Street|Jericho|Safe,Amy Kelly
738,Peter Dinklage,https://pro.imdb.com/name/nm0227759/graph?ref_=nm_mtr,48,4' 5",Actor|Producer|Soundtrack,Game of Thrones|The Station Agent|X-Men: Days of Future Past,
739,Sherilyn Fenn,https://pro.imdb.com/name/nm0000145/graph?ref_=nm_mtr,53,5' 4",Actress|Soundtrack,Of Mice and Men|Wild at Heart|The Wraith,Sherri
740,James Brolin,https://pro.imdb.com/name/nm0000981/graph?ref_=nm_mtr,77,6' 4",Actor|Producer|Director,Traffic|The Amityville Horror|Westworld,Jim Brolin|James &amp; Jane|Mr. Streisand
741,Angela Bassett,https://pro.imdb.com/name/nm0000291/graph?ref_=nm_mtr,59,5' 4",Actress|Producer|Director,Strange Days|Olympus Has Fallen|What's Love Got to Do with It,
742,Thomas Jane,https://pro.imdb.com/name/nm0005048/graph?ref_=nm_mtr,49,5' 10¼",Actor|Producer|Director,Deep Blue Sea|The Mist|The Thin Red Line,Thomas Bridgett|Tom Elliott|Tom Jane
743,Rupert Everett,https://pro.imdb.com/name/nm0000391/graph?ref_=nm_mtr,59,6' 4",Actor|Soundtrack|Producer,My Best Friend's Wedding|An Ideal Husband|Cemetery Man,
744,Jessica Raine,https://pro.imdb.com/name/nm3565962/graph?ref_=nm_mtr,36,5' 6",Actress|Soundtrack,Wolf Hall|Fortitude|Inside No. 9,Jess
745,Sarah Gadon,https://pro.imdb.com/name/nm0300589/graph?ref_=nm_mtr,31,5' 3",Actress|Director|Soundtrack,Enemy|Cosmopolis|Dracula Untold,
746,Sienna Miller,https://pro.imdb.com/name/nm1092227/graph?ref_=nm_mtr,36,5' 5",Actress|Soundtrack,G.I. Joe: The Rise of Cobra|American Sniper|The Lost City of Z,Sienna Rose Miller|Sienna Rose
747,Liv Tyler,https://pro.imdb.com/name/nm0000239/graph?ref_=nm_mtr,40,5' 9½",Actress|Producer|Soundtrack,Armageddon|The Lord of the Rings: The Return of the King|The Lord of the Rings: The Fellowship of the Ring,Liv Rundgren|Liver|Livy
748,Gugu Mbatha-Raw,https://pro.imdb.com/name/nm1813221/graph?ref_=nm_mtr,,5' 4",Actress|Soundtrack,Belle|Beyond the Lights|Concussion,Gugu Mbatha Raw
749,Jennifer Grey,https://pro.imdb.com/name/nm0000426/graph?ref_=nm_mtr,58,5' 3",Actress|Soundtrack,Dirty Dancing|Ferris Bueller's Day Off|Red Dawn,Jenny Grey
750,Emily Hampshire,https://pro.imdb.com/name/nm0358922/graph?ref_=nm_mtr,36,5' 5",Actress,12 Monkeys|Schitt's Creek|Snow Cake,
751,Eddie Marsan,https://pro.imdb.com/name/nm0550371/graph?ref_=nm_mtr,49,5' 8¾",Actor|Soundtrack,Happy-Go-Lucky|21 Grams|The World's End,Edward Marsan|Eddie Marson
752,Carrie Fisher,https://pro.imdb.com/name/nm0000402/graph?ref_=nm_mtr,,5' 1",Actress|Soundtrack|Writer,Star Wars: Episode IV - A New Hope|Star Wars: Episode V - The Empire Strikes Back|Star Wars: Episode VI - Return of the Jedi,
753,Alex Wolff,https://pro.imdb.com/name/nm1842974/graph?ref_=nm_mtr,20,6' 0",Actor|Soundtrack|Composer,Patriots Day|HairBrained|Coming Through the Rye,Naked Brothers Band|The Naked Brothers Band
754,Sara Rue,https://pro.imdb.com/name/nm0749081/graph?ref_=nm_mtr,39,5' 7",Actress|Producer|Soundtrack,Pearl Harbor|A Slipping-Down Life|Can't Hardly Wait,Sue Rue
755,Jaime Murray,https://pro.imdb.com/name/nm1444665/graph?ref_=nm_mtr,,5' 7",Actress,The Deaths of Ian Stone|Dexter|Defiance,Jamie Murray
756,Will Arnett,https://pro.imdb.com/name/nm0004715/graph?ref_=nm_mtr,48,6' 2½",Actor|Producer|Writer,Arrested Development|The Lego Batman Movie|The Lego Movie,
757,Jessica Alba,https://pro.imdb.com/name/nm0004695/graph?ref_=nm_mtr,37,5' 6½",Actress|Producer|Cinematographer,Fantastic Four|Sin City|Fantastic 4: Rise of the Silver Surfer,Dzhessika Alba|Jessica Marie Alba|Sky Angel
758,Wendi McLendon-Covey,https://pro.imdb.com/name/nm1018488/graph?ref_=nm_mtr,,5' 8",Actress|Producer|Soundtrack,Bridesmaids|Blended|Cook Off!,Wendi McClendon-Covey|Wendi McLendon
759,Simon Pegg,https://pro.imdb.com/name/nm0670408/graph?ref_=nm_mtr,48,5' 10",Actor|Writer|Producer,Shaun of the Dead|The World's End|Hot Fuzz,The Cast|Dr. Russel Fell|The Fresh Pegg
760,Rebecca Hall,https://pro.imdb.com/name/nm0356017/graph?ref_=nm_mtr,36,5' 10",Actress|Producer,Vicky Cristina Barcelona|The Town|The Prestige,
761,Alexander Calvert,https://pro.imdb.com/name/nm1947611/graph?ref_=nm_mtr,,5' 9½",Actor,The Edge of Seventeen|Supernatural|Arrow,
762,Natasha Richardson,https://pro.imdb.com/name/nm0001670/graph?ref_=nm_mtr,,5' 9",Actress|Producer|Soundtrack,The Parent Trap|Asylum|Wild Child,Tasha
763,Jay Ryan,https://pro.imdb.com/name/nm1216008/graph?ref_=nm_mtr,,6' 1",Actor|Producer,Neighbours|Beauty and the Beast|Being Eve,Jay Bunyan|Bunners
764,Maria Bello,https://pro.imdb.com/name/nm0004742/graph?ref_=nm_mtr,51,5' 5",Actress|Producer|Writer,A History of Violence|Coyote Ugly|The Cooler,Mario Bello
765,David Leitch,https://pro.imdb.com/name/nm0500610/graph?ref_=nm_mtr,,5' 11",Stunts|Actor|Second Unit or Assistant Director,Atomic Blonde|The Bourne Ultimatum|John Wick,Dave Leitch|David M. Leitch
766,Jonathan Ke Quan,https://pro.imdb.com/name/nm0702841/graph?ref_=nm_mtr,46,5' 4",Actor|Miscellaneous Crew|Stunts,Indiana Jones and the Temple of Doom|The Goonies|X-Men,Huy Quan Ke|Ko-Wei Kuan|Jonathan Quan
767,Caitriona Balfe,https://pro.imdb.com/name/nm1495520/graph?ref_=nm_mtr,,5' 9",Actress|Soundtrack|Producer,Escape Plan|Outlander|Money Monster,Caitriona|Cait
768,Ryan Phillippe,https://pro.imdb.com/name/nm0000202/graph?ref_=nm_mtr,43,5' 8",Actor|Producer|Director,Crash|Gosford Park|Cruel Intentions,Ryan Phillipe|RP
769,Kristin Kreuk,https://pro.imdb.com/name/nm0471036/graph?ref_=nm_mtr,35,5' 4",Actress|Producer,EuroTrip|Smallville|Street Fighter: The Legend of Chun-Li,
770,Sofía Vergara,https://pro.imdb.com/name/nm0005527/graph?ref_=nm_mtr,45,5' 7",Actress|Producer|Soundtrack,Hot Pursuit|Modern Family|The Three Stooges,Sofía|Sofia Vergara|La Toti
771,Jensen Ackles,https://pro.imdb.com/name/nm0010075/graph?ref_=nm_mtr,40,6' 1¼",Actor|Director|Soundtrack,Supernatural|My Bloody Valentine|Days of Our Lives,Jay|Jackles|Jesse
772,Heath Ledger,https://pro.imdb.com/name/nm0005132/graph?ref_=nm_mtr,,6' 1",Actor|Director|Soundtrack,Brokeback Mountain|The Dark Knight|A Knight's Tale,Heathcliff Andrew Ledger|Heathy
773,Daniel Wu,https://pro.imdb.com/name/nm0943079/graph?ref_=nm_mtr,43,6' 0",Actor|Producer|Director,New Police Story|One Nite in Mongkok|Warcraft: The Beginning,Daniel Ng|Yin-Cho Ng|Yin-Jo Ng
774,Christine Baranski,https://pro.imdb.com/name/nm0004724/graph?ref_=nm_mtr,66,5' 8½",Actress|Soundtrack|Producer,Chicago|Mamma Mia!|Into the Woods,
775,Chloe Bennet,https://pro.imdb.com/name/nm4032297/graph?ref_=nm_mtr,26,5' 5¾",Actress,Agents of S.H.I.E.L.D.|Agents of S.H.I.E.L.D.: Slingshot|Valley Girl,Chloe Wang
776,Annette Bening,https://pro.imdb.com/name/nm0000906/graph?ref_=nm_mtr,60,5' 8",Actress|Soundtrack|Executive,American Beauty|20th Century Women|The Kids Are All Right,A.B.
777,Vanessa Morgan,https://pro.imdb.com/name/nm0605081/graph?ref_=nm_mtr,26,5' 2",Actress|Music Department|Soundtrack,The Latest Buzz|My Babysitter's a Vampire|Finding Carter,Vanessa Morgan Mziray|Vanessa
778,Christine Taylor,https://pro.imdb.com/name/nm0852132/graph?ref_=nm_mtr,46,5' 6",Actress|Soundtrack,Dodgeball: A True Underdog Story|The Wedding Singer|Zoolander,Christine Joan Taylor
779,Ezra Miller,https://pro.imdb.com/name/nm3009232/graph?ref_=nm_mtr,25,5' 11",Actor,The Perks of Being a Wallflower|We Need to Talk About Kevin|Justice League,
780,Thomas Brodie-Sangster,https://pro.imdb.com/name/nm1032473/graph?ref_=nm_mtr,28,5' 10½",Actor|Producer|Soundtrack,Maze Runner: The Scorch Trials|The Maze Runner|Love Actually,Thomas Brodie Sangster|Thomas Sangster
781,Alex Pettyfer,https://pro.imdb.com/name/nm1641117/graph?ref_=nm_mtr,,5' 11½",Actor|Producer|Director,I Am Number Four|Elvis &amp; Nixon|In Time,
782,Drew Barrymore,https://pro.imdb.com/name/nm0000106/graph?ref_=nm_mtr,43,5' 4",Producer|Actress|Soundtrack,Never Been Kissed|50 First Dates|Ever After: A Cinderella Story,D
783,Russell Crowe,https://pro.imdb.com/name/nm0000128/graph?ref_=nm_mtr,54,5' 11½",Actor|Soundtrack|Producer,Les Misérables|Gladiator|A Beautiful Mind,Rusty|Russ
784,C. Thomas Howell,https://pro.imdb.com/name/nm0001367/graph?ref_=nm_mtr,51,5' 10¼",Actor|Producer|Director,The Outsiders|The Hitcher|E.T. the Extra-Terrestrial,C Thomas Howell|Tom Howell|C.T.
785,Piper Perabo,https://pro.imdb.com/name/nm0005305/graph?ref_=nm_mtr,41,5' 5½",Actress|Producer,Coyote Ugly|Imagine Me &amp; You|Cheaper by the Dozen 2,
786,Margot Kidder,https://pro.imdb.com/name/nm0452288/graph?ref_=nm_mtr,,5' 6",Actress|Producer|Soundtrack,Superman|Superman II|Black Christmas,Margie
787,Rachel Nichols,https://pro.imdb.com/name/nm0629697/graph?ref_=nm_mtr,38,5' 10",Actress|Producer,G.I. Joe: The Rise of Cobra|The Amityville Horror|Star Trek,
788,Terry Crews,https://pro.imdb.com/name/nm0187719/graph?ref_=nm_mtr,49,6' 3¼",Actor|Soundtrack|Producer,Cloudy with a Chance of Meatballs 2|Idiocracy|The Expendables,Terry Crews Jr.|Terry Alan Crews|Squeegee Lo
789,Guillermo del Toro,https://pro.imdb.com/name/nm0868219/graph?ref_=nm_mtr,53,6' 0",Writer|Producer|Director,Pan's Labyrinth|Hellboy|The Shape of Water,Guillermo Del Toro|Guillo Tine Del Toro|Girerumo Deru Toro
790,Alan Tudyk,https://pro.imdb.com/name/nm0876138/graph?ref_=nm_mtr,47,5' 11½",Actor|Writer|Producer,Rogue One: A Star Wars Story|Firefly|I, Robot,Wray Nerely
791,Joely Richardson,https://pro.imdb.com/name/nm0000613/graph?ref_=nm_mtr,53,5' 10¼",Actress|Producer|Soundtrack,Nip/Tuck|Event Horizon|The Patriot,
792,Megan du Plessis,https://pro.imdb.com/name/nm9833473/graph?ref_=nm_mtr,,,Actress,The Kissing Booth,
793,Katie Holmes,https://pro.imdb.com/name/nm0005017/graph?ref_=nm_mtr,39,5' 9",Actress|Producer|Soundtrack,Batman Begins|Jack and Jill|Dawson's Creek,
794,Julianna Margulies,https://pro.imdb.com/name/nm0000523/graph?ref_=nm_mtr,51,5' 6",Actress|Producer|Soundtrack,ER|Ghost Ship|Snakes on a Plane,Julianna|Jules
795,Kiki Sukezane,https://pro.imdb.com/name/nm5700881/graph?ref_=nm_mtr,,5' 1",Actress,Heroes Reborn|Lost in Space|Westworld,Kie Sukezane
796,Kiernan Shipka,https://pro.imdb.com/name/nm2215143/graph?ref_=nm_mtr,18,5' 2",Actress|Soundtrack,Carriers|Mad Men|The Legend of Korra,Kiernan Brennan Shipka|Kiki Shipka
797,Miles Teller,https://pro.imdb.com/name/nm1886602/graph?ref_=nm_mtr,31,6' 0",Actor|Producer|Soundtrack,Fantastic Four|The Spectacular Now|Whiplash,
798,Úrsula Corberó,https://pro.imdb.com/name/nm2216549/graph?ref_=nm_mtr,28,5' 4¼",Actress|Soundtrack,Money Heist|Physical or Chemical|Cómo sobrevivir a una despedida,Ursula Corberó
799,Jessica Jade Andres,https://pro.imdb.com/name/nm2599071/graph?ref_=nm_mtr,33,,Actress|Producer|Writer,Just Go with It|Gossip Girl|Liberator,Jessica Andres
800,Elizabeth Mitchell,https://pro.imdb.com/name/nm0593310/graph?ref_=nm_mtr,48,5' 9",Actress,Lost|Running Scared|Frequency,Liz
801,Kevin Smith,https://pro.imdb.com/name/nm0003620/graph?ref_=nm_mtr,47,5' 8",Producer|Writer|Actor,Clerks|Chasing Amy|Clerks II,Silent Bob|Kevin|Kev
802,Dacre Montgomery,https://pro.imdb.com/name/nm4223882/graph?ref_=nm_mtr,,5' 10",Actor,Stranger Things|Power Rangers|Better Watch Out,
803,Demi Moore,https://pro.imdb.com/name/nm0000193/graph?ref_=nm_mtr,55,5' 5",Actress|Producer|Director,G.I. Jane|Indecent Proposal|Charlie's Angels: Full Throttle,Demi Kutcher|Gimme Moore
804,Ruth Wilson,https://pro.imdb.com/name/nm2235721/graph?ref_=nm_mtr,36,5' 6",Actress|Producer,Locke|Saving Mr. Banks|Luther,
805,Jenna Coleman,https://pro.imdb.com/name/nm1982510/graph?ref_=nm_mtr,32,5' 2",Actress|Soundtrack,Victoria|Room at the Top|Captain America: The First Avenger,Jenna Louise Coleman|Jenna-Louise Coleman|Jen
806,Rhona Mitra,https://pro.imdb.com/name/nm0593961/graph?ref_=nm_mtr,41,5' 6",Actress,Underworld: Rise of the Lycans|Doomsday|The Life of David Gale,Rhona N. Mitra|Rona Mitra
807,Gina Gershon,https://pro.imdb.com/name/nm0000153/graph?ref_=nm_mtr,55,5' 6¼",Actress|Soundtrack|Producer,Bound|Showgirls|Killer Joe,
808,Lily Sullivan,https://pro.imdb.com/name/nm4591498/graph?ref_=nm_mtr,,5' 8¼",Actress,Mental|Jungle|Camp,
809,Leslie Bibb,https://pro.imdb.com/name/nm0004753/graph?ref_=nm_mtr,43,5' 9",Actress|Producer|Soundtrack,Iron Man|Iron Man 2|Miss Nobody,Lesley Bibb|The Bibbster, Lulu
810,Martin Kove,https://pro.imdb.com/name/nm0184392/graph?ref_=nm_mtr,,6' 1¾",Actor|Producer|Director,The Karate Kid|The Karate Kid Part III|The Karate Kid Part II,Marty Cove|Marty Kove
811,Lauren Holly,https://pro.imdb.com/name/nm0000452/graph?ref_=nm_mtr,,5' 5",Actress|Producer,Dumb and Dumber|Picket Fences|What Women Want,Holly Lauren
812,Adria Arjona,https://pro.imdb.com/name/nm5245722/graph?ref_=nm_mtr,,5' 7",Actress,Pacific Rim: Uprising|Emerald City|True Detective,
813,Emile Hirsch,https://pro.imdb.com/name/nm0386472/graph?ref_=nm_mtr,33,5' 6",Actor|Soundtrack|Art Department,Into the Wild|The Girl Next Door|Milk,Hirschy
814,Isabelle Fuhrman,https://pro.imdb.com/name/nm2265157/graph?ref_=nm_mtr,21,5' 3",Actress|Writer|Soundtrack,Orphan|The Hunger Games|Hounddog,
815,Ariana Richards,https://pro.imdb.com/name/nm0000611/graph?ref_=nm_mtr,38,5' 6",Actress,Jurassic Park|Tremors|The Lost World: Jurassic Park,
816,Josh Hartnett,https://pro.imdb.com/name/nm0001326/graph?ref_=nm_mtr,39,6' 3",Actor|Producer,Lucky Number Slevin|30 Days of Night|The Black Dahlia,Joshua Hartnett
817,Audrey Fleurot,https://pro.imdb.com/name/nm1109153/graph?ref_=nm_mtr,40,5' 9½",Actress,The Intouchables|Midnight in Paris|Spiral,
818,Arielle Kebbel,https://pro.imdb.com/name/nm0444223/graph?ref_=nm_mtr,33,5' 8",Actress|Cinematographer|Soundtrack,The Grudge 2|The Uninvited|John Tucker Must Die,
819,Analeigh Tipton,https://pro.imdb.com/name/nm3006818/graph?ref_=nm_mtr,29,5' 9½",Actress|Soundtrack|Miscellaneous Crew,Two Night Stand|Manhattan Love Story|Crazy, Stupid, Love.,Analeigh
820,Denise Richards,https://pro.imdb.com/name/nm0000612/graph?ref_=nm_mtr,47,5' 6",Actress|Producer|Soundtrack,The World Is Not Enough|Starship Troopers|Wild Things,Denise Lee Richards|Fluffy Girl
821,Odeya Rush,https://pro.imdb.com/name/nm3843467/graph?ref_=nm_mtr,21,5' 5",Actress|Director|Writer,Goosebumps|The Giver|The Odd Life of Timothy Green,
822,Rebecca Rittenhouse,https://pro.imdb.com/name/nm4590703/graph?ref_=nm_mtr,,5' 4½",Actress,Blood &amp; Oil|Red Band Society|The Handmaid's Tale,
823,Meredith Hagner,https://pro.imdb.com/name/nm2993517/graph?ref_=nm_mtr,31,5' 6",Actress,Veep|Hits|Irrational Man,Meredith Kathleen Hagner
824,Hayden Christensen,https://pro.imdb.com/name/nm0159789/graph?ref_=nm_mtr,37,6' 0",Actor|Producer|Executive,Star Wars: Episode III - Revenge of the Sith|Star Wars: Episode II - Attack of the Clones|Jumper,Hayden Christiansen|Den|H
825,Audrey Hepburn,https://pro.imdb.com/name/nm0000030/graph?ref_=nm_mtr,,5' 7",Actress|Soundtrack,Breakfast at Tiffany's|Charade|Roman Holiday,Audrey|Edda van Heemstra
826,Edward Norton,https://pro.imdb.com/name/nm0001570/graph?ref_=nm_mtr,48,6' 0",Actor|Producer|Writer,American History X|Primal Fear|Birdman or (The Unexpected Virtue of Ignorance),Edward Harrison|Ed Norton|Ed
827,Dane DeHaan,https://pro.imdb.com/name/nm2851530/graph?ref_=nm_mtr,,5' 8¼",Actor,Chronicle|Kill Your Darlings|The Amazing Spider-Man 2,Dane Dehaan
828,Eliza Dushku,https://pro.imdb.com/name/nm0244630/graph?ref_=nm_mtr,37,5' 5",Actress|Producer|Executive,Bring It On|Jay and Silent Bob Strike Back|The Alphabet Killer,Duck Shoot
829,Maggie Q,https://pro.imdb.com/name/nm0702572/graph?ref_=nm_mtr,39,5' 7½",Actress|Producer,Divergent|Live Free or Die Hard|Mission: Impossible III,Ly My Ky|Mei-Kei Lei|Meiqi Li
830,Christopher Meloni,https://pro.imdb.com/name/nm0005221/graph?ref_=nm_mtr,57,6' 0",Actor|Producer|Director,Man of Steel|Law &amp; Order: Special Victims Unit|Sin City: A Dame to Kill For,Christopher P. Meloni|Chris Meloni|Reverend Clyde Stanky
831,Tilda Swinton,https://pro.imdb.com/name/nm0842770/graph?ref_=nm_mtr,57,5' 10½",Actress|Producer|Writer,We Need to Talk About Kevin|The Grand Budapest Hotel|Doctor Strange,Swilda
832,Mads Mikkelsen,https://pro.imdb.com/name/nm0586568/graph?ref_=nm_mtr,52,6' 0¼",Actor|Producer|Soundtrack,Hannibal|The Hunt|Doctor Strange,Mads|Mads D. Mikkelsen|Mads Dittmann Mikkelsen
833,Kevin Bacon,https://pro.imdb.com/name/nm0000102/graph?ref_=nm_mtr,59,5' 10",Actor|Producer|Soundtrack,Footloose|Hollow Man|The Woodsman,The Bacon Brothers|Kevin Bacon III|the Bacon Brothers
834,Ben Foster,https://pro.imdb.com/name/nm0004936/graph?ref_=nm_mtr,37,5' 9",Actor|Director|Producer,Hell or High Water|3:10 to Yuma|The Messenger,Goat Boy
835,Johnny Galecki,https://pro.imdb.com/name/nm0301959/graph?ref_=nm_mtr,43,5' 5",Actor|Producer|Soundtrack,The Big Bang Theory|Roseanne|National Lampoon's Christmas Vacation,John Galecki
836,Logan Lerman,https://pro.imdb.com/name/nm0503567/graph?ref_=nm_mtr,26,5' 9",Actor|Producer,The Perks of Being a Wallflower|Fury|The Three Musketeers,Loggie
837,Selma Blair,https://pro.imdb.com/name/nm0004757/graph?ref_=nm_mtr,45,5' 4",Actress|Producer,Cruel Intentions|Hellboy|The Sweetest Thing,
838,Julia Stiles,https://pro.imdb.com/name/nm0005466/graph?ref_=nm_mtr,37,5' 7",Actress|Director|Writer,10 Things I Hate About You|Save the Last Dance|Silver Linings Playbook,Julie Stiles
839,Mandy Moore,https://pro.imdb.com/name/nm0601553/graph?ref_=nm_mtr,34,5' 10",Actress|Soundtrack|Miscellaneous Crew,A Walk to Remember|Tangled|Saved!,Amanda Moore|Moore and Parker
840,Rob Lowe,https://pro.imdb.com/name/nm0000507/graph?ref_=nm_mtr,54,5' 11",Actor|Producer|Soundtrack,St. Elmo's Fire|The Outsiders|Wayne's World,
841,Brittany Snow,https://pro.imdb.com/name/nm0811242/graph?ref_=nm_mtr,32,5' 4",Actress|Soundtrack|Producer,Pitch Perfect|Hairspray|Pitch Perfect 2,Britt
842,John Cusack,https://pro.imdb.com/name/nm0000131/graph?ref_=nm_mtr,51,6' 2",Actor|Producer|Writer,Grosse Pointe Blank|High Fidelity|Say Anything...,John Cusak|Johnny
843,Charlotte Riley,https://pro.imdb.com/name/nm2731660/graph?ref_=nm_mtr,36,5' 5",Actress,In the Heart of the Sea|Edge of Tomorrow|Entity,
844,Sam Neill,https://pro.imdb.com/name/nm0000554/graph?ref_=nm_mtr,70,5' 11¾",Actor|Director|Writer,Hunt for the Wilderpeople|Jurassic Park|Jurassic Park III,John Dermot
845,Melora Hardin,https://pro.imdb.com/name/nm0002124/graph?ref_=nm_mtr,50,5' 7",Actress|Soundtrack|Producer,17 Again|Hannah Montana: The Movie|The Office,
846,Kelly McGillis,https://pro.imdb.com/name/nm0000534/graph?ref_=nm_mtr,60,5' 10",Actress|Producer|Soundtrack,Witness|Top Gun|The Accused,
847,Catherine Zeta-Jones,https://pro.imdb.com/name/nm0001876/graph?ref_=nm_mtr,48,5' 7",Actress|Soundtrack,Chicago|Entrapment|The Mask of Zorro,Catherine Zeta Jones
848,Michael Keaton,https://pro.imdb.com/name/nm0000474/graph?ref_=nm_mtr,66,5' 9",Actor|Producer|Soundtrack,Birdman or (The Unexpected Virtue of Ignorance)|Spotlight|The Founder,Michael John Douglas|Michael Douglas|Michael Douglas
849,Tanner Buchanan,https://pro.imdb.com/name/nm4120909/graph?ref_=nm_mtr,,5' 8½",Actor,Designated Survivor|Grey's Anatomy|The Fosters,
850,Daniel Day-Lewis,https://pro.imdb.com/name/nm0000358/graph?ref_=nm_mtr,61,6' 2",Actor|Music Department|Soundtrack,There Will Be Blood|The Last of the Mohicans|Gangs of New York,Daniel Day Lewis|DDL
851,Sasha Pieterse,https://pro.imdb.com/name/nm1199888/graph?ref_=nm_mtr,22,5' 6",Actress|Composer|Producer,Inherent Vice|Pretty Little Liars|X-Men: First Class,
852,Jude Law,https://pro.imdb.com/name/nm0000179/graph?ref_=nm_mtr,45,5' 10",Actor|Producer|Soundtrack,The Talented Mr. Ripley|The Grand Budapest Hotel|Sky Captain and the World of Tomorrow,
853,Jena Malone,https://pro.imdb.com/name/nm0540441/graph?ref_=nm_mtr,33,5' 5",Actress|Soundtrack|Producer,Contact|The Hunger Games: Mockingjay - Part 2|The Neon Demon,Debbie Malone
854,Christoph Waltz,https://pro.imdb.com/name/nm0910607/graph?ref_=nm_mtr,61,5' 7",Actor|Director|Soundtrack,Django Unchained|Inglourious Basterds|The Zero Theorem,Christopher Waltz
855,Naomi Scott,https://pro.imdb.com/name/nm4305463/graph?ref_=nm_mtr,25,5' 5¾",Actress|Soundtrack,Power Rangers|The 33|Aladdin,Nay
856,Nick Offerman,https://pro.imdb.com/name/nm0644406/graph?ref_=nm_mtr,47,5' 11",Actor|Producer|Soundtrack,Parks and Recreation|The Founder|Fargo,George W. Bush|Brad Pitt|John Swartzwelder
857,Gwendoline Christie,https://pro.imdb.com/name/nm3729225/graph?ref_=nm_mtr,39,6' 3",Actress|Casting Department|Producer,Star Wars: Episode VII - The Force Awakens|Star Wars: The Last Jedi|Game of Thrones,
858,Brianne Davis,https://pro.imdb.com/name/nm1732403/graph?ref_=nm_mtr,,5' 7½",Actress|Producer|Director,Six|Jarhead|Synchronicity,
859,David Cross,https://pro.imdb.com/name/nm0189144/graph?ref_=nm_mtr,54,5' 8",Actor|Writer|Producer,Arrested Development|Eternal Sunshine of the Spotless Mind|Megamind,Sir Willups Brightslymoore|Crossy
