rank;name;age;height;Actor;Actress;Director;Producer;Writer;titles;aliases
885;Bill Hader;39.0;73.0;1;0;0;1;1;The Skeleton Twins|Inside Out|Trainwreck;William T. Hader Jr.|True List
886;Joe Manganiello;41.0;77.0;1;0;0;1;0;Justice League|True Blood|Magic Mike XXL;
887;Gwyneth Paltrow;45.0;69.0;0;1;0;1;0;Shakespeare in Love|Sliding Doors|Iron Man 3;Gwenyth Paltrow|Gwynnie
888;Sasha Alexander;45.0;65.0;0;1;1;1;0;NCIS|Rizzoli & Isles|Mission: Impossible III;
889;Jonny Lee Miller;45.0;69.75;1;0;1;0;0;Mindhunters|Elementary|Trainspotting;Jonny Lee-Miller
890;Brittany Daniel;42.0;67.0;0;1;0;1;0;Skyline|Club Dread|White Chicks;Boo Boo, Britt
891;Eric Christian Olsen;41.0;74.0;1;0;0;1;0;Dumb and Dumberer: When Harry Met Lloyd|Fired Up!|Not Another Teen Movie;Eric Olsen
892;Sarah Jeffery;22.0;63.0;0;1;0;0;0;Shades of Blue|The X-Files|Wayward Pines;Sarah Jeffrey
893;Martin Starr;35.0;73.0;1;0;0;1;0;Freaks and Geeks|Party Down|Silicon Valley;Martin Schienle
894;Lewis Tan;;74.0;1;0;1;0;0;Deadpool 2|Into the Badlands|Iron Fist;
895;Sarah Snook;;65.0;0;1;0;0;0;Predestination|The Dressmaker|Steve Jobs;
896;Cindy Morgan;63.0;67.0;0;1;0;1;0;Caddyshack|TRON|Falcon Crest;
897;Margarita Levieva;;66.0;0;1;0;0;0;The Lincoln Lawyer|Adventureland|The Invisible;
898;Stellan Skarsgård;;75.0;1;0;0;1;1;Good Will Hunting|Nymphomaniac: Vol. I|Nymphomaniac: Vol. II;Stellan Skarsgard|Skarzie
899;Ty Simpkins;16.0;69.0;1;0;0;0;0;Jurassic World|Iron Man 3|Insidious;Ty Keegan
900;Derek Klena;;73.0;1;0;0;0;0;Unbreakable Kimmy Schmidt|Law & Order: Special Victims Unit|Blue Bloods;
901;Marlon Brando;;69.0;1;0;1;0;0;Apocalypse Now|The Godfather|Last Tango in Paris;Bud|Mr Mumbles
902;Levi Miller;15.0;70.5;1;0;0;0;0;Pan|Red Dog: True Blue|Jasper Jones;
903;Bobby Cannavale;48.0;74.5;1;0;0;0;1;The Station Agent|Ant-Man|Parker;
904;Matt Czuchry;;69.5;1;0;0;0;0;Eight Legged Freaks|Gilmore Girls|I Hope They Serve Beer in Hell;Matthew Czuchry
905;Pierce Brosnan;65.0;74.0;1;0;0;1;0;The World Is Not Enough|Tomorrow Never Dies|GoldenEye;Pirs Brosnan
906;James Cameron;63.0;74.0;0;0;1;1;1;Avatar|Titanic|Terminator 2;J. C.|Jim Cameron|James Cameron and his Lawyers
907;Malina Weissman;;64.0;0;1;0;0;0;Teenage Mutant Ninja Turtles|A Series of Unfortunate Events|Nine Lives;
908;Matt LeBlanc;50.0;69.5;1;0;0;1;0;Friends|Lost in Space|Episodes;Matt LeBlanc Arquette|Matthew Le Blanc|Matt Le Blanc
909;Dianna Agron;32.0;65.5;0;1;1;0;0;The Family|I Am Number Four|Glee;Dianna Argon|The Cast of Glee
910;Erica Cerra;38.0;65.75;0;1;0;0;0;Power Rangers|Blade: Trinity|Percy Jackson & the Olympians: The Lightning Thief;
911;Frances McDormand;;65.0;0;1;0;1;0;Fargo|Three Billboards Outside Ebbing, Missouri|Moonrise Kingdom;Fran McDormand|Fran
912;Winston Duke;;77.0;1;0;0;0;0;Black Panther|Avengers: Infinity War|Person of Interest;
913;Rebecca Romijn;45.0;71.0;0;1;0;1;0;X-Men|Femme Fatale|X-Men 2;Rebecca Romijn-Stamos|Rebecca Romijn Stamos
914;Rachael Taylor;33.0;67.75;0;1;0;1;1;Transformers|The Loft|Red Dog;
915;Stana Katic;;69.0;0;1;0;1;0;Castle|CBGB|For Lovers Only;
916;Jonah Hill;34.0;67.0;1;0;0;1;1;21 Jump Street|22 Jump Street|The Wolf of Wall Street;Pat Horse
917;Lorelei Linklater;24.0;64.0;0;1;0;0;0;Blood Surf|Bomb City|Waking Life;
918;Alyssa Milano;45.0;62.0;0;1;0;1;0;Charmed|Commando|Who's the Boss?;Alyssa Jayne Milano|Lyssa|Conan
919;Desmond Harrington;41.0;71.0;1;0;0;0;0;The Hole|Wrong Turn|Love Object;
920;Seann William Scott;41.0;71.0;1;0;0;1;1;American Pie|American Wedding|American Pie 2;Sean W. Scott|Seann W. Scott|Seann Scott
921;Barry Keoghan;;67.0;1;0;0;0;0;The Killing of a Sacred Deer|Dunkirk|'71;
922;Jack O'Connell;27.0;68.0;1;0;0;0;0;Unbroken|'71|Starred Up;
923;Seth Rogen;36.0;71.0;1;0;0;1;1;This Is the End|Superbad|Pineapple Express;Seth Rogan
924;Lara Flynn Boyle;48.0;66.0;0;1;0;1;0;Happiness|Men in Black II|The Practice;Laura Flynn Boyle|L.F.
925;Lauren Lapkus;32.0;70.0;0;1;0;0;1;Jurassic World|Orange Is the New Black|Blended;
926;Téa Leoni;52.0;68.0;0;1;0;1;0;The Family Man|Jurassic Park III|Deep Impact;Tea Leoni
927;Cary Elwes;55.0;71.0;1;0;1;1;0;Saw|The Princess Bride|Robin Hood: Men in Tights;
928;Julie Bowen;48.0;66.0;0;1;0;1;0;Modern Family|Happy Gilmore|Horrible Bosses;
929;Laëtitia Eïdo;;68.75;0;1;0;0;1;Fauda|Holy Air|Dancing Arabs;Lilly Eido|Lilly Eïdo
930;John Francis Daley;32.0;72.0;1;0;1;0;1;Bones|Vacation|Waiting...;
931;Ciarán Hinds;65.0;72.0;1;0;0;0;0;The Woman in Black|Harry Potter and the Deathly Hallows: Part 2|Tinker Tailor Soldier Spy;Ciaran Hinds|Ciarin Hinds
932;Emma Rigby;;66.0;0;1;0;0;0;Once Upon a Time in Wonderland|The Physician|American Violence;
933;Nadine Velazquez;39.0;65.0;0;1;0;1;0;Flight|My Name Is Earl|War;Nadine Velasquez|Nadine E. Velazquez
934;Alice Braga;35.0;64.0;0;1;1;1;0;I Am Legend|Predators|Repo Men;Lili
935;Mike Myers;55.0;67.75;1;0;0;0;1;Austin Powers: The Spy Who Shagged Me|Austin Powers in Goldmember|Austin Powers: International Man of Mystery;Tommy Maitland|Michael Meyers|Mike Meyers
936;Jack Cutmore-Scott;;73.0;1;0;0;0;0;Kingsman: The Secret Service|Dunkirk|Cooper Barrett's Guide to Surviving Life;
937;Tiffany Haddish;38.0;66.0;0;1;0;1;1;Girls Trip|Keanu|Meet the Spartans;
938;Bridget Regan;;69.0;0;1;0;0;0;Jane the Virgin|The Last Ship|Agent Carter;
939;Vanessa Hudgens;29.0;61.0;0;1;0;1;0;High School Musical 3: Senior Year|Beastly|Spring Breakers;Vanessa A. Hudgens|Vanessa Anne Hudgens|Vanesssa Hudgens
940;Laura Vandervoort;;66.0;0;1;0;1;0;Smallville|V|Jigsaw;Laura Vanderwoort|VanderV
941;Zack Snyder;52.0;67.0;0;0;1;1;1;300|Watchmen|Man of Steel;The Wizard
942;Liam Hemsworth;28.0;75.0;1;0;0;0;0;The Hunger Games|The Hunger Games: Mockingjay - Part 1|The Hunger Games: Catching Fire;
943;Matt Smith;35.0;71.5;1;0;1;0;0;Doctor Who|Pride and Prejudice and Zombies|Terminator Genisys;Matthew Smith|Smithers
944;John Tui;42.0;72.0;1;0;0;0;0;Battleship|The Hobbit: The Battle of the Five Armies|Solo: A Star Wars Story;
945;Sharlto Copley;44.0;72.25;1;0;1;1;0;District 9|Chappie|Hardcore Henry;
946;Bobcat Goldthwait;56.0;67.0;1;0;1;0;1;God Bless America|Shakes the Clown|World's Greatest Dad;Bobcat Boldthwait|Jack Cheese|Joe Gideon
947;Leigh Whannell;41.0;67.0;1;0;0;1;1;Saw|Insidious|Insidious: Chapter 3;Leigh Whannel
948;Javier Bardem;49.0;71.5;1;0;0;1;0;Skyfall|No Country for Old Men|The Sea Inside;Javier Encinas|Benito González
949;Geena Davis;62.0;72.0;0;1;0;1;0;Thelma & Louise|The Long Kiss Goodnight|The Fly;Virginia Emmolo
950;Kelly Preston;55.0;66.0;0;1;0;0;0;Battlefield Earth|The Cat in the Hat|Jerry Maguire;Kelly Palzis
951;Ron Perlman;68.0;73.0;1;0;0;1;0;Hand of God|Hellboy II: The Golden Army|Hellboy;Ronald Perlman
952;Helen Mirren;72.0;64.0;0;1;1;1;0;RED|The Queen|Hitchcock;Dame Helen Mirren|Popper
953;Peter Mayhew;74.0;87.0;1;0;0;0;0;Star Wars: Episode VII - The Force Awakens|Star Wars: Episode V - The Empire Strikes Back|Star Wars: Episode IV - A New Hope;Chewbacca
954;Jessica Brown Findlay;28.0;65.0;0;1;0;0;0;Winter's Tale|Victor Frankenstein|Albatross;Jessica Brown-Findlay|Jess
955;Maya Hawke;19.0;68.5;0;1;0;0;0;Stranger Things|Little Women|Ladyworld;Maya Thurman-Hawke
956;Anthony Carrigan;;71.0;1;0;0;0;1;Gotham|The Flash|Barry;
957;Atticus Shaffer;19.0;55.0;1;0;0;0;0;The Unborn|Hancock|Frankenweenie;
958;Tatiana Maslany;32.0;64.0;0;1;0;1;0;Orphan Black|Ginger Snaps 2: Unleashed|Picture Day;Tat
959;Michelle Rodriguez;39.0;65.0;0;1;0;1;0;Avatar|The Fast and the Furious|Girlfight;Michelle Rodríguez|M. Rod
960;Lakeith Stanfield;26.0;72.0;1;0;0;1;0;Short Term 12|Selma|Death Note;Keith Stanfield|LaKeith Stanfield|Lakeith Lee Stanfield
961;Ellen Pompeo;48.0;66.0;0;1;1;1;0;Grey's Anatomy|Daredevil|Old School;The Pencil
962;Jackie Sandler;43.0;69.0;0;1;0;0;0;Pixels|Hotel Transylvania|Little Nicky;Jacqueline Sandler|Jackie Titone|Jacqueline Titone
963;Shawn Hatosy;42.0;69.0;1;0;1;0;1;Animal Kingdom|Southland|Alpha Dog;Shawn Wayne Hatosy
964;Ashton Kutcher;40.0;74.5;1;0;0;1;1;That '70s Show|Just Married|Dude, Where's My Car?;Ash|Kutch
965;Mary Mouser;22.0;63.0;0;1;0;0;0;Alexander and the Terrible, Horrible, No Good, Very Bad Day|Final Fantasy VII: Advent Children|Son of the Mask;Mary Maitlyn Mouser|Mary Matilyn Mouser
966;Jamie Lee Curtis;59.0;67.0;0;1;1;1;0;True Lies|A Fish Called Wanda|Freaky Friday;Lady Haden-Guest|The Scream Queen|The Queen of Screams
967;Sarah Bolger;27.0;64.0;0;1;0;0;0;In America|The Spiderwick Chronicles|The Moth Diaries;
968;Awkwafina;;61.0;0;1;0;0;0;Neighbors 2: Sorority Rising|Storks|Ocean's 8;Nora Lum
969;Charlotte Rampling;72.0;66.5;0;1;0;0;0;45 Years|Swimming Pool|Never Let Me Go;The Legend
970;Clive Owen;53.0;74.0;1;0;0;1;0;Closer|Children of Men|Inside Man;
971;Brittany Murphy;;63.0;0;1;0;1;0;Just Married|8 Mile|Girl, Interrupted;Brittany Bertolotti|Brittany Anne Murphy|Brittany Anne Murphy-Monjack
972;Lesley-Ann Brandt;;67.0;0;1;0;0;0;Gotham|Painkillers|Lucifer;
973;Paul Anderson;;69.0;1;0;0;0;0;Sherlock Holmes: A Game of Shadows|'71|Legend;Boycey
974;Michael J. Fox;56.0;64.5;1;0;0;1;0;Back to the Future|Back to the Future Part II|The Frighteners;Michael Fox|Mike Fox|Mike
975;Claire Forlani;;65.5;0;1;0;1;0;Meet Joe Black|Mystery Men|In the Name of the King: A Dungeon Siege Tale;Clair Forlani
976;Olivia Colman;44.0;67.0;0;1;0;0;0;Tyrannosaur|The Lobster|Hot Fuzz;Olivia Coleman|Oliva Colman|Collie
977;Sharon Stone;60.0;68.5;0;1;0;1;0;Basic Instinct|Casino|The Quick and the Dead;Sahron Stone|Sheron Stoun
978;Wes Chatham;39.0;71.0;1;0;0;0;0;The Hunger Games: Mockingjay - Part 2|The Hunger Games: Mockingjay - Part 1|In the Valley of Elah;John Wesley Chatham
979;Jeffrey Wright;52.0;71.0;1;0;0;1;0;Broken Flowers|Shaft|Angels in America;
980;Jenna Dewan Tatum;37.0;62.0;0;1;0;1;0;Step Up|The Jerk Theory|Tamara;Jenna Dewan|Jenna Dewan-Tatum|Jenna Tatum
981;Phoebe Tonkin;28.0;67.75;0;1;0;0;0;Tomorrow, When the War Began|H2O: Just Add Water|Bait;Phoebs
982;Jared Harris;56.0;70.75;1;0;1;0;0;Sherlock Holmes: A Game of Shadows|The Mortal Instruments: City of Bones|The Curious Case of Benjamin Button;Hot Buns
983;Hilary Swank;43.0;66.0;0;1;0;1;0;Boys Don't Cry|P.S. I Love You|Million Dollar Baby;Hilary
984;Taylor Sheridan;;70.5;1;0;1;0;1;Wind River|Hell or High Water|Sicario;Tayler Sheridan
985;Halle Berry;51.0;65.0;0;1;0;1;0;Gothika|Catwoman|Die Another Day;
986;Peter Sarsgaard;47.0;71.0;1;0;0;1;0;Garden State|Shattered Glass|Kinsey;Peter Scarsgaard
987;Debra Winger;63.0;64.0;0;1;0;1;0;Terms of Endearment|An Officer and a Gentleman|Urban Cowboy;Emmett|Debbie Winger
988;Natalie Alyn Lind;;65.0;0;1;0;0;0;The Gifted|The Goldbergs|Gotham;Natalie Lind
989;Chad Michael Murray;;72.0;1;0;1;0;1;One Tree Hill|A Cinderella Story|House of Wax;Chad M. Murray|CMM
990;Ian Somerhalder;39.0;69.75;1;0;1;1;0;The Vampire Diaries|The Rules of Attraction|Pulse;Smolderholder
991;Katy Mixon;37.0;67.0;0;1;0;0;0;Hell or High Water|Four Christmases;Katy Elizabeth Mixon
992;Alex Roe;;72.0;1;0;0;0;0;The 5th Wave|Hot Summer Nights;Alex Roe-Brown
993;Amy Poehler;46.0;62.0;0;1;0;1;1;Inside Out|Baby Mama|Parks and Recreation;Upright Citizens Brigade|The Upright Citizens Brigade Theatre|Cool Cat Amy
994;Julianne Moore;57.0;63.0;0;1;0;1;0;The Hours|Still Alice|The Kids Are All Right;Juli
995;Caity Lotz;31.0;66.0;0;1;0;0;0;The Machine|The Pact|Arrow;Cat|Cait
996;Ryan Hurst;41.0;77.0;1;0;0;0;0;Remember the Titans|The Ladykillers|We Were Soldiers;
997;Kelly Macdonald;42.0;62.5;0;1;0;0;0;No Country for Old Men|Gosford Park|Brave;Kelly MacDonald
998;Natalie Martinez;33.0;66.5;0;1;0;0;0;Death Race|End of Watch|Self/less;
999;Asia Argento;42.0;66.0;0;1;1;0;1;Land of the Dead|xXx|The Heart Is Deceitful Above All Things;Az|Silver Gems|Asiaargento23
1000;Ansel Elgort;24.0;75.0;1;0;0;1;0;The Fault in Our Stars|Baby Driver|Divergent;Ansølo
